CASE ID,CIGAGE,FIRSTCIGTRY,STATISTICS
6764,991,991,HIGHRISK
6765,991,991,HIGHRISK
6766,999,18,LOWRISK
6767,17,16,LOWRISK
6768,991,991,HIGHRISK
6769,991,991,HIGHRISK
6770,991,991,HIGHRISK
6771,991,991,HIGHRISK
6772,999,13,LOWRISK
6773,18,18,HIGHRISK
6774,17,12,LOWRISK
6775,991,991,HIGHRISK
6776,999,13,LOWRISK
6777,15,13,LOWRISK
6778,991,991,HIGHRISK
6779,991,991,HIGHRISK
6780,25,25,HIGHRISK
6781,991,991,HIGHRISK
6782,19,16,LOWRISK
6783,991,991,HIGHRISK
6784,999,14,LOWRISK
6785,999,16,LOWRISK
6786,15,11,LOWRISK
6787,991,991,HIGHRISK
6788,14,14,HIGHRISK
6789,991,991,HIGHRISK
6790,991,991,HIGHRISK
6791,15,14,LOWRISK
6792,16,14,LOWRISK
6793,999,16,LOWRISK
6794,991,991,HIGHRISK
6795,999,6,LOWRISK
6796,16,12,LOWRISK
6797,999,12,LOWRISK
6798,999,10,LOWRISK
6799,43,17,LOWRISK
6800,999,13,LOWRISK
6801,16,16,HIGHRISK
6802,991,991,HIGHRISK
6803,999,16,LOWRISK
6804,991,991,HIGHRISK
6805,999,15,LOWRISK
6806,999,15,LOWRISK
6807,999,17,LOWRISK
6808,991,991,HIGHRISK
6809,991,991,HIGHRISK
6810,18,15,LOWRISK
6811,999,13,LOWRISK
6812,991,991,HIGHRISK
6813,991,991,HIGHRISK
6814,991,991,HIGHRISK
6815,15,12,LOWRISK
6816,991,991,HIGHRISK
6817,991,991,HIGHRISK
6818,991,991,HIGHRISK
6819,16,13,LOWRISK
6820,991,991,HIGHRISK
6821,991,991,HIGHRISK
6822,999,15,LOWRISK
6823,991,991,HIGHRISK
6824,991,991,HIGHRISK
6825,991,991,HIGHRISK
6826,991,991,HIGHRISK
6827,26,12,LOWRISK
6828,991,991,HIGHRISK
6829,991,991,HIGHRISK
6830,991,991,HIGHRISK
6831,999,12,LOWRISK
6832,15,15,HIGHRISK
6833,991,991,HIGHRISK
6834,17,15,LOWRISK
6835,991,991,HIGHRISK
6836,991,991,HIGHRISK
6837,991,991,HIGHRISK
6838,991,991,HIGHRISK
6839,18,18,HIGHRISK
6840,991,991,HIGHRISK
6841,999,17,LOWRISK
6842,991,991,HIGHRISK
6843,991,991,HIGHRISK
6844,991,991,HIGHRISK
6845,16,12,LOWRISK
6846,999,25,LOWRISK
6847,17,16,LOWRISK
6848,25,25,HIGHRISK
6849,13,13,HIGHRISK
6850,14,10,LOWRISK
6851,16,15,LOWRISK
6852,991,991,HIGHRISK
6853,991,991,HIGHRISK
6854,20,20,HIGHRISK
6855,999,17,LOWRISK
6856,18,14,LOWRISK
6857,991,991,HIGHRISK
6858,991,991,HIGHRISK
6859,18,18,HIGHRISK
6860,19,18,LOWRISK
6861,12,12,HIGHRISK
6862,16,13,LOWRISK
6863,991,991,HIGHRISK
6864,991,991,HIGHRISK
6865,18,14,LOWRISK
6866,991,991,HIGHRISK
6867,991,991,HIGHRISK
6868,991,991,HIGHRISK
6869,991,991,HIGHRISK
6870,19,18,LOWRISK
6871,20,12,LOWRISK
6872,991,991,HIGHRISK
6873,991,991,HIGHRISK
6874,991,991,HIGHRISK
6875,991,991,HIGHRISK
6876,991,991,HIGHRISK
6877,991,991,HIGHRISK
6878,991,991,HIGHRISK
6879,991,991,HIGHRISK
6880,991,991,HIGHRISK
6881,991,991,HIGHRISK
6882,999,16,LOWRISK
6883,999,22,LOWRISK
6884,18,16,LOWRISK
6885,19,18,LOWRISK
6886,991,991,HIGHRISK
6887,991,991,HIGHRISK
6888,999,17,LOWRISK
6889,999,19,LOWRISK
6890,999,17,LOWRISK
6891,15,14,LOWRISK
6892,991,991,HIGHRISK
6893,999,16,LOWRISK
6894,991,991,HIGHRISK
6895,18,13,LOWRISK
6896,15,9,LOWRISK
6897,998,26,LOWRISK
6898,18,15,LOWRISK
6899,991,991,HIGHRISK
6900,991,991,HIGHRISK
6901,18,14,LOWRISK
6902,991,991,HIGHRISK
6903,18,16,LOWRISK
6904,15,15,HIGHRISK
6905,14,14,HIGHRISK
6906,991,991,HIGHRISK
6907,991,991,HIGHRISK
6908,999,19,LOWRISK
6909,991,991,HIGHRISK
6910,999,17,LOWRISK
6911,991,991,HIGHRISK
6912,991,991,HIGHRISK
6913,991,991,HIGHRISK
6914,991,991,HIGHRISK
6915,991,991,HIGHRISK
6916,994,10,LOWRISK
6917,23,23,HIGHRISK
6918,991,991,HIGHRISK
6919,991,991,HIGHRISK
6920,999,11,LOWRISK
6921,991,991,HIGHRISK
6922,18,15,LOWRISK
6923,991,991,HIGHRISK
6924,991,991,HIGHRISK
6925,999,12,LOWRISK
6926,999,23,LOWRISK
6927,991,991,HIGHRISK
6928,991,991,HIGHRISK
6929,991,991,HIGHRISK
6930,13,13,HIGHRISK
6931,991,991,HIGHRISK
6932,999,985,LOWRISK
6933,991,991,HIGHRISK
6934,13,7,LOWRISK
6935,13,6,LOWRISK
6936,16,15,LOWRISK
6937,999,16,LOWRISK
6938,12,12,HIGHRISK
6939,991,991,HIGHRISK
6940,14,12,LOWRISK
6941,30,12,LOWRISK
6942,991,991,HIGHRISK
6943,991,991,HIGHRISK
6944,991,991,HIGHRISK
6945,23,20,LOWRISK
6946,991,991,HIGHRISK
6947,16,16,HIGHRISK
6948,18,10,LOWRISK
6949,991,991,HIGHRISK
6950,999,17,LOWRISK
6951,999,16,LOWRISK
6952,991,991,HIGHRISK
6953,999,16,LOWRISK
6954,999,20,LOWRISK
6955,991,991,HIGHRISK
6956,999,994,LOWRISK
6957,14,12,LOWRISK
6958,24,17,LOWRISK
6959,991,991,HIGHRISK
6960,17,16,LOWRISK
6961,999,12,LOWRISK
6962,991,991,HIGHRISK
6963,18,14,LOWRISK
6964,19,18,LOWRISK
6965,16,15,LOWRISK
6966,991,991,HIGHRISK
6967,991,991,HIGHRISK
6968,999,15,LOWRISK
6969,16,15,LOWRISK
6970,18,16,LOWRISK
6971,999,14,LOWRISK
6972,999,14,LOWRISK
6973,991,991,HIGHRISK
6974,23,23,HIGHRISK
6975,999,12,LOWRISK
6976,999,985,LOWRISK
6977,991,991,HIGHRISK
6978,18,14,LOWRISK
6979,991,991,HIGHRISK
6980,991,991,HIGHRISK
6981,991,991,HIGHRISK
6982,999,18,LOWRISK
6983,991,991,HIGHRISK
6984,999,19,LOWRISK
6985,999,18,LOWRISK
6986,991,991,HIGHRISK
6987,991,991,HIGHRISK
6988,19,18,LOWRISK
6989,999,20,LOWRISK
6990,16,15,LOWRISK
6991,999,17,LOWRISK
6992,991,991,HIGHRISK
6993,999,12,LOWRISK
6994,17,15,LOWRISK
6995,999,23,LOWRISK
6996,17,16,LOWRISK
6997,991,991,HIGHRISK
6998,11,11,HIGHRISK
6999,18,13,LOWRISK
7000,991,991,HIGHRISK
7001,17,15,LOWRISK
7002,991,991,HIGHRISK
7003,991,991,HIGHRISK
7004,999,12,LOWRISK
7005,26,18,LOWRISK
7006,17,17,HIGHRISK
7007,18,14,LOWRISK
7008,991,991,HIGHRISK
7009,991,991,HIGHRISK
7010,991,991,HIGHRISK
7011,991,991,HIGHRISK
7012,16,13,LOWRISK
7013,991,991,HIGHRISK
7014,999,18,LOWRISK
7015,991,991,HIGHRISK
7016,991,991,HIGHRISK
7017,999,12,LOWRISK
7018,999,11,LOWRISK
7019,991,991,HIGHRISK
7020,12,10,LOWRISK
7021,999,15,LOWRISK
7022,20,16,LOWRISK
7023,991,991,HIGHRISK
7024,991,991,HIGHRISK
7025,19,12,LOWRISK
7026,999,18,LOWRISK
7027,18,17,LOWRISK
7028,999,15,LOWRISK
7029,15,15,HIGHRISK
7030,999,10,LOWRISK
7031,999,16,LOWRISK
7032,991,991,HIGHRISK
7033,18,16,LOWRISK
7034,991,991,HIGHRISK
7035,991,991,HIGHRISK
7036,991,991,HIGHRISK
7037,16,16,HIGHRISK
7038,991,991,HIGHRISK
7039,999,17,LOWRISK
7040,16,16,HIGHRISK
7041,991,991,HIGHRISK
7042,12,11,LOWRISK
7043,991,991,HIGHRISK
7044,991,991,HIGHRISK
7045,999,13,LOWRISK
7046,991,991,HIGHRISK
7047,999,14,LOWRISK
7048,22,22,HIGHRISK
7049,991,991,HIGHRISK
7050,999,21,LOWRISK
7051,12,12,HIGHRISK
7052,991,991,HIGHRISK
7053,21,16,LOWRISK
7054,999,13,LOWRISK
7055,26,25,LOWRISK
7056,999,20,LOWRISK
7057,18,18,HIGHRISK
7058,991,991,HIGHRISK
7059,16,16,HIGHRISK
7060,991,991,HIGHRISK
7061,991,991,HIGHRISK
7062,16,13,LOWRISK
7063,999,15,LOWRISK
7064,999,18,LOWRISK
7065,991,991,HIGHRISK
7066,991,991,HIGHRISK
7067,991,991,HIGHRISK
7068,30,30,HIGHRISK
7069,999,15,LOWRISK
7070,991,991,HIGHRISK
7071,991,991,HIGHRISK
7072,991,991,HIGHRISK
7073,999,18,LOWRISK
7074,25,20,LOWRISK
7075,991,991,HIGHRISK
7076,16,12,LOWRISK
7077,16,16,HIGHRISK
7078,16,12,LOWRISK
7079,999,21,LOWRISK
7080,991,991,HIGHRISK
7081,991,991,HIGHRISK
7082,991,991,HIGHRISK
7083,17,14,LOWRISK
7084,30,16,LOWRISK
7085,999,17,LOWRISK
7086,991,991,HIGHRISK
7087,991,991,HIGHRISK
7088,13,13,HIGHRISK
7089,15,15,HIGHRISK
7090,16,12,LOWRISK
7091,991,991,HIGHRISK
7092,999,13,LOWRISK
7093,999,10,LOWRISK
7094,991,991,HIGHRISK
7095,991,991,HIGHRISK
7096,991,991,HIGHRISK
7097,991,991,HIGHRISK
7098,999,15,LOWRISK
7099,16,10,LOWRISK
7100,991,991,HIGHRISK
7101,14,9,LOWRISK
7102,991,991,HIGHRISK
7103,991,991,HIGHRISK
7104,991,991,HIGHRISK
7105,999,19,LOWRISK
7106,17,12,LOWRISK
7107,991,991,HIGHRISK
7108,991,991,HIGHRISK
7109,991,991,HIGHRISK
7110,991,991,HIGHRISK
7111,999,13,LOWRISK
7112,991,991,HIGHRISK
7113,991,991,HIGHRISK
7114,23,19,LOWRISK
7115,991,991,HIGHRISK
7116,999,13,LOWRISK
7117,18,16,LOWRISK
7118,999,14,LOWRISK
7119,999,13,LOWRISK
7120,991,991,HIGHRISK
7121,991,991,HIGHRISK
7122,991,991,HIGHRISK
7123,999,23,LOWRISK
7124,999,17,LOWRISK
7125,13,13,HIGHRISK
7126,17,16,LOWRISK
7127,991,991,HIGHRISK
7128,999,21,LOWRISK
7129,15,13,LOWRISK
7130,991,991,HIGHRISK
7131,999,16,LOWRISK
7132,999,20,LOWRISK
7133,999,16,LOWRISK
7134,21,21,HIGHRISK
7135,991,991,HIGHRISK
7136,991,991,HIGHRISK
7137,991,991,HIGHRISK
7138,26,23,LOWRISK
7139,16,14,LOWRISK
7140,991,991,HIGHRISK
7141,999,12,LOWRISK
7142,999,16,LOWRISK
7143,991,991,HIGHRISK
7144,991,991,HIGHRISK
7145,25,25,HIGHRISK
7146,991,991,HIGHRISK
7147,17,15,LOWRISK
7148,999,15,LOWRISK
7149,999,985,LOWRISK
7150,999,18,LOWRISK
7151,999,994,LOWRISK
7152,18,18,HIGHRISK
7153,23,23,HIGHRISK
7154,991,991,HIGHRISK
7155,991,991,HIGHRISK
7156,991,991,HIGHRISK
7157,19,18,LOWRISK
7158,25,21,LOWRISK
7159,16,16,HIGHRISK
7160,991,991,HIGHRISK
7161,16,13,LOWRISK
7162,991,991,HIGHRISK
7163,999,15,LOWRISK
7164,999,14,LOWRISK
7165,999,14,LOWRISK
7166,20,15,LOWRISK
7167,991,991,HIGHRISK
7168,999,17,LOWRISK
7169,999,10,LOWRISK
7170,16,14,LOWRISK
7171,16,15,LOWRISK
7172,991,991,HIGHRISK
7173,991,991,HIGHRISK
7174,991,991,HIGHRISK
7175,991,991,HIGHRISK
7176,18,17,LOWRISK
7177,991,991,HIGHRISK
7178,18,17,LOWRISK
7179,991,991,HIGHRISK
7180,999,16,LOWRISK
7181,991,991,HIGHRISK
7182,19,18,LOWRISK
7183,999,14,LOWRISK
7184,17,8,LOWRISK
7185,991,991,HIGHRISK
7186,991,991,HIGHRISK
7187,999,16,LOWRISK
7188,991,991,HIGHRISK
7189,991,991,HIGHRISK
7190,991,991,HIGHRISK
7191,991,991,HIGHRISK
7192,999,13,LOWRISK
7193,991,991,HIGHRISK
7194,991,991,HIGHRISK
7195,999,15,LOWRISK
7196,991,991,HIGHRISK
7197,24,24,HIGHRISK
7198,999,11,LOWRISK
7199,15,15,HIGHRISK
7200,991,991,HIGHRISK
7201,991,991,HIGHRISK
7202,20,20,HIGHRISK
7203,991,991,HIGHRISK
7204,991,991,HIGHRISK
7205,991,991,HIGHRISK
7206,999,16,LOWRISK
7207,999,14,LOWRISK
7208,999,13,LOWRISK
7209,12,8,LOWRISK
7210,991,991,HIGHRISK
7211,999,14,LOWRISK
7212,991,991,HIGHRISK
7213,21,19,LOWRISK
7214,999,18,LOWRISK
7215,999,28,LOWRISK
7216,18,18,HIGHRISK
7217,991,991,HIGHRISK
7218,999,16,LOWRISK
7219,18,18,HIGHRISK
7220,991,991,HIGHRISK
7221,999,17,LOWRISK
7222,999,18,LOWRISK
7223,991,991,HIGHRISK
7224,991,991,HIGHRISK
7225,991,991,HIGHRISK
7226,991,991,HIGHRISK
7227,999,15,LOWRISK
7228,991,991,HIGHRISK
7229,991,991,HIGHRISK
7230,14,14,HIGHRISK
7231,18,16,LOWRISK
7232,19,18,LOWRISK
7233,999,16,LOWRISK
7234,991,991,HIGHRISK
7235,999,17,LOWRISK
7236,999,20,LOWRISK
7237,991,991,HIGHRISK
7238,991,991,HIGHRISK
7239,999,18,LOWRISK
7240,19,17,LOWRISK
7241,991,991,HIGHRISK
7242,15,13,LOWRISK
7243,991,991,HIGHRISK
7244,999,15,LOWRISK
7245,999,13,LOWRISK
7246,999,16,LOWRISK
7247,21,16,LOWRISK
7248,20,19,LOWRISK
7249,12,12,HIGHRISK
7250,991,991,HIGHRISK
7251,991,991,HIGHRISK
7252,19,18,LOWRISK
7253,23,23,HIGHRISK
7254,24,24,HIGHRISK
7255,991,991,HIGHRISK
7256,991,991,HIGHRISK
7257,999,15,LOWRISK
7258,991,991,HIGHRISK
7259,991,991,HIGHRISK
7260,999,17,LOWRISK
7261,991,991,HIGHRISK
7262,991,991,HIGHRISK
7263,991,991,HIGHRISK
7264,991,991,HIGHRISK
7265,991,991,HIGHRISK
7266,991,991,HIGHRISK
7267,999,17,LOWRISK
7268,991,991,HIGHRISK
7269,15,15,HIGHRISK
7270,991,991,HIGHRISK
7271,999,17,LOWRISK
7272,999,12,LOWRISK
7273,991,991,HIGHRISK
7274,999,23,LOWRISK
7275,999,19,LOWRISK
7276,999,14,LOWRISK
7277,999,18,LOWRISK
7278,991,991,HIGHRISK
7279,991,991,HIGHRISK
7280,991,991,HIGHRISK
7281,20,17,LOWRISK
7282,999,17,LOWRISK
7283,991,991,HIGHRISK
7284,991,991,HIGHRISK
7285,999,15,LOWRISK
7286,999,14,LOWRISK
7287,991,991,HIGHRISK
7288,991,991,HIGHRISK
7289,991,991,HIGHRISK
7290,991,991,HIGHRISK
7291,991,991,HIGHRISK
7292,999,16,LOWRISK
7293,991,991,HIGHRISK
7294,999,19,LOWRISK
7295,20,16,LOWRISK
7296,999,16,LOWRISK
7297,991,991,HIGHRISK
7298,991,991,HIGHRISK
7299,999,12,LOWRISK
7300,999,20,LOWRISK
7301,991,991,HIGHRISK
7302,991,991,HIGHRISK
7303,999,13,LOWRISK
7304,991,991,HIGHRISK
7305,991,991,HIGHRISK
7306,991,991,HIGHRISK
7307,24,15,LOWRISK
7308,999,13,LOWRISK
7309,991,991,HIGHRISK
7310,999,25,LOWRISK
7311,991,991,HIGHRISK
7312,991,991,HIGHRISK
7313,991,991,HIGHRISK
7314,991,991,HIGHRISK
7315,991,991,HIGHRISK
7316,18,17,LOWRISK
7317,17,16,LOWRISK
7318,999,13,LOWRISK
7319,991,991,HIGHRISK
7320,991,991,HIGHRISK
7321,991,991,HIGHRISK
7322,991,991,HIGHRISK
7323,18,16,LOWRISK
7324,19,16,LOWRISK
7325,999,22,LOWRISK
7326,18,11,LOWRISK
7327,991,991,HIGHRISK
7328,991,991,HIGHRISK
7329,991,991,HIGHRISK
7330,23,18,LOWRISK
7331,991,991,HIGHRISK
7332,999,16,LOWRISK
7333,991,991,HIGHRISK
7334,991,991,HIGHRISK
7335,22,17,LOWRISK
7336,999,14,LOWRISK
7337,991,991,HIGHRISK
7338,21,18,LOWRISK
7339,991,991,HIGHRISK
7340,21,16,LOWRISK
7341,991,991,HIGHRISK
7342,999,12,LOWRISK
7343,991,991,HIGHRISK
7344,14,12,LOWRISK
7345,991,991,HIGHRISK
7346,991,991,HIGHRISK
7347,991,991,HIGHRISK
7348,999,17,LOWRISK
7349,19,18,LOWRISK
7350,991,991,HIGHRISK
7351,27,15,LOWRISK
7352,12,12,HIGHRISK
7353,991,991,HIGHRISK
7354,991,991,HIGHRISK
7355,991,991,HIGHRISK
7356,20,12,LOWRISK
7357,999,18,LOWRISK
7358,999,14,LOWRISK
7359,999,14,LOWRISK
7360,999,15,LOWRISK
7361,23,20,LOWRISK
7362,991,991,HIGHRISK
7363,999,19,LOWRISK
7364,991,991,HIGHRISK
7365,991,991,HIGHRISK
7366,999,18,LOWRISK
7367,991,991,HIGHRISK
7368,999,10,LOWRISK
7369,18,13,LOWRISK
7370,991,991,HIGHRISK
7371,991,991,HIGHRISK
7372,999,13,LOWRISK
7373,991,991,HIGHRISK
7374,13,13,HIGHRISK
7375,991,991,HIGHRISK
7376,991,991,HIGHRISK
7377,991,991,HIGHRISK
7378,999,14,LOWRISK
7379,991,991,HIGHRISK
7380,24,24,HIGHRISK
7381,991,991,HIGHRISK
7382,16,16,HIGHRISK
7383,991,991,HIGHRISK
7384,999,18,LOWRISK
7385,991,991,HIGHRISK
7386,18,16,LOWRISK
7387,999,11,LOWRISK
7388,991,991,HIGHRISK
7389,16,16,HIGHRISK
7390,991,991,HIGHRISK
7391,999,34,LOWRISK
7392,991,991,HIGHRISK
7393,991,991,HIGHRISK
7394,999,17,LOWRISK
7395,999,19,LOWRISK
7396,18,16,LOWRISK
7397,991,991,HIGHRISK
7398,14,12,LOWRISK
7399,14,14,HIGHRISK
7400,999,13,LOWRISK
7401,991,991,HIGHRISK
7402,991,991,HIGHRISK
7403,18,16,LOWRISK
7404,15,12,LOWRISK
7405,999,18,LOWRISK
7406,999,12,LOWRISK
7407,999,15,LOWRISK
7408,991,991,HIGHRISK
7409,999,17,LOWRISK
7410,19,10,LOWRISK
7411,999,16,LOWRISK
7412,24,16,LOWRISK
7413,991,991,HIGHRISK
7414,999,16,LOWRISK
7415,991,991,HIGHRISK
7416,18,18,HIGHRISK
7417,16,13,LOWRISK
7418,20,19,LOWRISK
7419,991,991,HIGHRISK
7420,22,21,LOWRISK
7421,991,991,HIGHRISK
7422,999,17,LOWRISK
7423,991,991,HIGHRISK
7424,991,991,HIGHRISK
7425,991,991,HIGHRISK
7426,991,991,HIGHRISK
7427,18,16,LOWRISK
7428,15,13,LOWRISK
7429,999,16,LOWRISK
7430,991,991,HIGHRISK
7431,991,991,HIGHRISK
7432,999,19,LOWRISK
7433,991,991,HIGHRISK
7434,991,991,HIGHRISK
7435,999,16,LOWRISK
7436,991,991,HIGHRISK
7437,991,991,HIGHRISK
7438,999,13,LOWRISK
7439,16,13,LOWRISK
7440,991,991,HIGHRISK
7441,19,17,LOWRISK
7442,999,17,LOWRISK
7443,991,991,HIGHRISK
7444,21,21,HIGHRISK
7445,19,15,LOWRISK
7446,999,20,LOWRISK
7447,999,13,LOWRISK
7448,999,16,LOWRISK
7449,991,991,HIGHRISK
7450,999,21,LOWRISK
7451,15,12,LOWRISK
7452,991,991,HIGHRISK
7453,991,991,HIGHRISK
7454,999,12,LOWRISK
7455,991,991,HIGHRISK
7456,21,21,HIGHRISK
7457,18,12,LOWRISK
7458,999,15,LOWRISK
7459,991,991,HIGHRISK
7460,999,21,LOWRISK
7461,999,12,LOWRISK
7462,17,16,LOWRISK
7463,13,11,LOWRISK
7464,991,991,HIGHRISK
7465,991,991,HIGHRISK
7466,999,985,LOWRISK
7467,991,991,HIGHRISK
7468,15,15,HIGHRISK
7469,991,991,HIGHRISK
7470,991,991,HIGHRISK
7471,991,991,HIGHRISK
7472,991,991,HIGHRISK
7473,991,991,HIGHRISK
7474,18,18,HIGHRISK
7475,991,991,HIGHRISK
7476,991,991,HIGHRISK
7477,999,16,LOWRISK
7478,991,991,HIGHRISK
7479,991,991,HIGHRISK
7480,999,12,LOWRISK
7481,999,18,LOWRISK
7482,18,18,HIGHRISK
7483,991,991,HIGHRISK
7484,999,17,LOWRISK
7485,991,991,HIGHRISK
7486,999,17,LOWRISK
7487,991,991,HIGHRISK
7488,991,991,HIGHRISK
7489,991,991,HIGHRISK
7490,25,23,LOWRISK
7491,991,991,HIGHRISK
7492,21,15,LOWRISK
7493,10,10,HIGHRISK
7494,991,991,HIGHRISK
7495,991,991,HIGHRISK
7496,991,991,HIGHRISK
7497,991,991,HIGHRISK
7498,999,18,LOWRISK
7499,999,14,LOWRISK
7500,999,14,LOWRISK
7501,999,10,LOWRISK
7502,18,17,LOWRISK
7503,15,13,LOWRISK
7504,18,16,LOWRISK
7505,16,16,HIGHRISK
7506,991,991,HIGHRISK
7507,999,12,LOWRISK
7508,991,991,HIGHRISK
7509,991,991,HIGHRISK
7510,999,12,LOWRISK
7511,991,991,HIGHRISK
7512,991,991,HIGHRISK
7513,991,991,HIGHRISK
7514,991,991,HIGHRISK
7515,999,18,LOWRISK
7516,28,28,HIGHRISK
7517,999,18,LOWRISK
7518,999,994,LOWRISK
7519,999,29,LOWRISK
7520,16,14,LOWRISK
7521,999,27,LOWRISK
7522,991,991,HIGHRISK
7523,991,991,HIGHRISK
7524,999,16,LOWRISK
7525,999,17,LOWRISK
7526,991,991,HIGHRISK
7527,991,991,HIGHRISK
7528,18,18,HIGHRISK
7529,999,14,LOWRISK
7530,999,19,LOWRISK
7531,991,991,HIGHRISK
7532,991,991,HIGHRISK
7533,991,991,HIGHRISK
7534,999,14,LOWRISK
7535,999,18,LOWRISK
7536,18,18,HIGHRISK
7537,991,991,HIGHRISK
7538,991,991,HIGHRISK
7539,17,17,HIGHRISK
7540,991,991,HIGHRISK
7541,991,991,HIGHRISK
7542,17,15,LOWRISK
7543,999,16,LOWRISK
7544,999,15,LOWRISK
7545,14,14,HIGHRISK
7546,991,991,HIGHRISK
7547,14,14,HIGHRISK
7548,991,991,HIGHRISK
7549,991,991,HIGHRISK
7550,991,991,HIGHRISK
7551,991,991,HIGHRISK
7552,999,18,LOWRISK
7553,999,19,LOWRISK
7554,991,991,HIGHRISK
7555,16,16,HIGHRISK
7556,991,991,HIGHRISK
7557,16,16,HIGHRISK
7558,999,36,LOWRISK
7559,999,18,LOWRISK
7560,991,991,HIGHRISK
7561,18,16,LOWRISK
7562,17,15,LOWRISK
7563,15,15,HIGHRISK
7564,991,991,HIGHRISK
7565,991,991,HIGHRISK
7566,19,15,LOWRISK
7567,991,991,HIGHRISK
7568,999,10,LOWRISK
7569,18,15,LOWRISK
7570,999,17,LOWRISK
7571,991,991,HIGHRISK
7572,999,12,LOWRISK
7573,991,991,HIGHRISK
7574,991,991,HIGHRISK
7575,16,15,LOWRISK
7576,991,991,HIGHRISK
7577,16,16,HIGHRISK
7578,999,14,LOWRISK
7579,18,15,LOWRISK
7580,991,991,HIGHRISK
7581,999,20,LOWRISK
7582,16,16,HIGHRISK
7583,18,18,HIGHRISK
7584,17,15,LOWRISK
7585,17,17,HIGHRISK
7586,18,16,LOWRISK
7587,999,16,LOWRISK
7588,999,15,LOWRISK
7589,999,9,LOWRISK
7590,999,19,LOWRISK
7591,999,19,LOWRISK
7592,991,991,HIGHRISK
7593,13,13,HIGHRISK
7594,15,15,HIGHRISK
7595,999,18,LOWRISK
7596,991,991,HIGHRISK
7597,999,21,LOWRISK
7598,999,985,LOWRISK
7599,15,15,HIGHRISK
7600,999,16,LOWRISK
7601,991,991,HIGHRISK
7602,991,991,HIGHRISK
7603,991,991,HIGHRISK
7604,999,12,LOWRISK
7605,17,17,HIGHRISK
7606,999,16,LOWRISK
7607,17,11,LOWRISK
7608,991,991,HIGHRISK
7609,999,14,LOWRISK
7610,991,991,HIGHRISK
7611,999,15,LOWRISK
7612,991,991,HIGHRISK
7613,991,991,HIGHRISK
7614,999,15,LOWRISK
7615,991,991,HIGHRISK
7616,999,13,LOWRISK
7617,991,991,HIGHRISK
7618,999,12,LOWRISK
7619,16,15,LOWRISK
7620,999,17,LOWRISK
7621,991,991,HIGHRISK
7622,991,991,HIGHRISK
7623,17,17,HIGHRISK
7624,991,991,HIGHRISK
7625,991,991,HIGHRISK
7626,991,991,HIGHRISK
7627,991,991,HIGHRISK
7628,991,991,HIGHRISK
7629,991,991,HIGHRISK
7630,21,18,LOWRISK
7631,991,991,HIGHRISK
7632,991,991,HIGHRISK
7633,15,15,HIGHRISK
7634,35,30,LOWRISK
7635,991,991,HIGHRISK
7636,991,991,HIGHRISK
7637,991,991,HIGHRISK
7638,999,15,LOWRISK
7639,991,991,HIGHRISK
7640,20,20,HIGHRISK
7641,991,991,HIGHRISK
7642,991,991,HIGHRISK
7643,991,991,HIGHRISK
7644,999,21,LOWRISK
7645,999,16,LOWRISK
7646,991,991,HIGHRISK
7647,999,17,LOWRISK
7648,999,16,LOWRISK
7649,999,13,LOWRISK
7650,991,991,HIGHRISK
7651,991,991,HIGHRISK
7652,16,15,LOWRISK
7653,999,30,LOWRISK
7654,991,991,HIGHRISK
7655,15,14,LOWRISK
7656,991,991,HIGHRISK
7657,991,991,HIGHRISK
7658,999,14,LOWRISK
7659,991,991,HIGHRISK
7660,15,8,LOWRISK
7661,999,18,LOWRISK
7662,19,18,LOWRISK
7663,16,16,HIGHRISK
7664,991,991,HIGHRISK
7665,999,9,LOWRISK
7666,991,991,HIGHRISK
7667,991,991,HIGHRISK
7668,991,991,HIGHRISK
7669,991,991,HIGHRISK
7670,17,17,HIGHRISK
7671,991,991,HIGHRISK
7672,16,15,LOWRISK
7673,999,15,LOWRISK
7674,15,12,LOWRISK
7675,11,994,HIGHRISK
7676,991,991,HIGHRISK
7677,991,991,HIGHRISK
7678,999,18,LOWRISK
7679,991,991,HIGHRISK
7680,999,18,LOWRISK
7681,999,22,LOWRISK
7682,20,20,HIGHRISK
7683,18,18,HIGHRISK
7684,991,991,HIGHRISK
7685,999,21,LOWRISK
7686,18,18,HIGHRISK
7687,991,991,HIGHRISK
7688,991,991,HIGHRISK
7689,991,991,HIGHRISK
7690,999,12,LOWRISK
7691,991,991,HIGHRISK
7692,13,13,HIGHRISK
7693,991,991,HIGHRISK
7694,991,991,HIGHRISK
7695,18,17,LOWRISK
7696,16,13,LOWRISK
7697,999,15,LOWRISK
7698,991,991,HIGHRISK
7699,18,15,LOWRISK
7700,991,991,HIGHRISK
7701,991,991,HIGHRISK
7702,991,991,HIGHRISK
7703,991,991,HIGHRISK
7704,15,15,HIGHRISK
7705,17,15,LOWRISK
7706,21,21,HIGHRISK
7707,991,991,HIGHRISK
7708,991,991,HIGHRISK
7709,999,13,LOWRISK
7710,999,17,LOWRISK
7711,16,12,LOWRISK
7712,15,13,LOWRISK
7713,16,12,LOWRISK
7714,991,991,HIGHRISK
7715,991,991,HIGHRISK
7716,991,991,HIGHRISK
7717,999,16,LOWRISK
7718,16,10,LOWRISK
7719,999,15,LOWRISK
7720,991,991,HIGHRISK
7721,18,18,HIGHRISK
7722,17,14,LOWRISK
