CASE ID,CIGAGE,FIRSTCIGTRY,STATISTICS
20145,15,14,LOWRISK
20146,991,991,HIGHRISK
20147,14,12,LOWRISK
20148,991,991,HIGHRISK
20149,999,21,LOWRISK
20150,999,16,LOWRISK
20151,999,20,LOWRISK
20152,991,991,HIGHRISK
20153,999,20,LOWRISK
20154,17,17,HIGHRISK
20155,16,14,LOWRISK
20156,20,18,LOWRISK
20157,991,991,HIGHRISK
20158,999,18,LOWRISK
20159,991,991,HIGHRISK
20160,991,991,HIGHRISK
20161,14,14,HIGHRISK
20162,991,991,HIGHRISK
20163,991,991,HIGHRISK
20164,991,991,HIGHRISK
20165,991,991,HIGHRISK
20166,991,991,HIGHRISK
20167,999,18,LOWRISK
20168,999,14,LOWRISK
20169,991,991,HIGHRISK
20170,991,991,HIGHRISK
20171,17,15,LOWRISK
20172,17,17,HIGHRISK
20173,13,12,LOWRISK
20174,991,991,HIGHRISK
20175,991,991,HIGHRISK
20176,999,985,LOWRISK
20177,991,991,HIGHRISK
20178,991,991,HIGHRISK
20179,16,15,LOWRISK
20180,13,12,LOWRISK
20181,991,991,HIGHRISK
20182,999,17,LOWRISK
20183,991,991,HIGHRISK
20184,991,991,HIGHRISK
20185,999,17,LOWRISK
20186,17,11,LOWRISK
20187,991,991,HIGHRISK
20188,991,991,HIGHRISK
20189,999,20,LOWRISK
20190,991,991,HIGHRISK
20191,24,24,HIGHRISK
20192,991,991,HIGHRISK
20193,991,991,HIGHRISK
20194,991,991,HIGHRISK
20195,999,13,LOWRISK
20196,991,991,HIGHRISK
20197,999,16,LOWRISK
20198,991,991,HIGHRISK
20199,999,13,LOWRISK
20200,991,991,HIGHRISK
20201,999,23,LOWRISK
20202,18,15,LOWRISK
20203,999,12,LOWRISK
20204,994,40,LOWRISK
20205,999,16,LOWRISK
20206,19,18,LOWRISK
20207,991,991,HIGHRISK
20208,999,10,LOWRISK
20209,16,16,HIGHRISK
20210,991,991,HIGHRISK
20211,16,16,HIGHRISK
20212,16,16,HIGHRISK
20213,17,17,HIGHRISK
20214,991,991,HIGHRISK
20215,999,21,LOWRISK
20216,991,991,HIGHRISK
20217,991,991,HIGHRISK
20218,17,16,LOWRISK
20219,16,15,LOWRISK
20220,999,14,LOWRISK
20221,991,991,HIGHRISK
20222,991,991,HIGHRISK
20223,16,14,LOWRISK
20224,999,13,LOWRISK
20225,991,991,HIGHRISK
20226,999,22,LOWRISK
20227,999,14,LOWRISK
20228,991,991,HIGHRISK
20229,991,991,HIGHRISK
20230,991,991,HIGHRISK
20231,13,12,LOWRISK
20232,999,19,LOWRISK
20233,12,12,HIGHRISK
20234,999,19,LOWRISK
20235,991,991,HIGHRISK
20236,991,991,HIGHRISK
20237,991,991,HIGHRISK
20238,991,991,HIGHRISK
20239,991,991,HIGHRISK
20240,991,991,HIGHRISK
20241,20,20,HIGHRISK
20242,17,15,LOWRISK
20243,991,991,HIGHRISK
20244,999,19,LOWRISK
20245,999,16,LOWRISK
20246,18,17,LOWRISK
20247,19,15,LOWRISK
20248,991,991,HIGHRISK
20249,991,991,HIGHRISK
20250,18,10,LOWRISK
20251,991,991,HIGHRISK
20252,991,991,HIGHRISK
20253,999,30,LOWRISK
20254,991,991,HIGHRISK
20255,999,13,LOWRISK
20256,991,991,HIGHRISK
20257,991,991,HIGHRISK
20258,17,13,LOWRISK
20259,19,19,HIGHRISK
20260,991,991,HIGHRISK
20261,991,991,HIGHRISK
20262,991,991,HIGHRISK
20263,991,991,HIGHRISK
20264,999,12,LOWRISK
20265,991,991,HIGHRISK
20266,991,991,HIGHRISK
20267,991,991,HIGHRISK
20268,18,18,HIGHRISK
20269,999,13,LOWRISK
20270,20,20,HIGHRISK
20271,17,13,LOWRISK
20272,19,19,HIGHRISK
20273,22,13,LOWRISK
20274,999,23,LOWRISK
20275,999,16,LOWRISK
20276,999,17,LOWRISK
20277,991,991,HIGHRISK
20278,17,11,LOWRISK
20279,12,12,HIGHRISK
20280,15,14,LOWRISK
20281,991,991,HIGHRISK
20282,991,991,HIGHRISK
20283,991,991,HIGHRISK
20284,991,991,HIGHRISK
20285,999,17,LOWRISK
20286,13,13,HIGHRISK
20287,19,18,LOWRISK
20288,21,17,LOWRISK
20289,991,991,HIGHRISK
20290,991,991,HIGHRISK
20291,14,14,HIGHRISK
20292,24,24,HIGHRISK
20293,991,991,HIGHRISK
20294,15,13,LOWRISK
20295,999,17,LOWRISK
20296,999,15,LOWRISK
20297,999,13,LOWRISK
20298,18,16,LOWRISK
20299,25,13,LOWRISK
20300,991,991,HIGHRISK
20301,991,991,HIGHRISK
20302,999,16,LOWRISK
20303,999,13,LOWRISK
20304,991,991,HIGHRISK
20305,999,18,LOWRISK
20306,991,991,HIGHRISK
20307,999,997,LOWRISK
20308,991,991,HIGHRISK
20309,17,11,LOWRISK
20310,999,22,LOWRISK
20311,991,991,HIGHRISK
20312,991,991,HIGHRISK
20313,991,991,HIGHRISK
20314,991,991,HIGHRISK
20315,999,21,LOWRISK
20316,991,991,HIGHRISK
20317,991,991,HIGHRISK
20318,991,991,HIGHRISK
20319,19,19,HIGHRISK
20320,25,14,LOWRISK
20321,18,15,LOWRISK
20322,991,991,HIGHRISK
20323,999,17,LOWRISK
20324,999,994,LOWRISK
20325,999,16,LOWRISK
20326,991,991,HIGHRISK
20327,991,991,HIGHRISK
20328,999,14,LOWRISK
20329,991,991,HIGHRISK
20330,991,991,HIGHRISK
20331,999,18,LOWRISK
20332,991,991,HIGHRISK
20333,991,991,HIGHRISK
20334,999,16,LOWRISK
20335,991,991,HIGHRISK
20336,991,991,HIGHRISK
20337,991,991,HIGHRISK
20338,991,991,HIGHRISK
20339,991,991,HIGHRISK
20340,18,16,LOWRISK
20341,999,19,LOWRISK
20342,999,16,LOWRISK
20343,999,18,LOWRISK
20344,999,13,LOWRISK
20345,991,991,HIGHRISK
20346,15,9,LOWRISK
20347,19,19,HIGHRISK
20348,991,991,HIGHRISK
20349,991,991,HIGHRISK
20350,991,991,HIGHRISK
20351,991,991,HIGHRISK
20352,991,991,HIGHRISK
20353,16,15,LOWRISK
20354,15,12,LOWRISK
20355,991,991,HIGHRISK
20356,21,15,LOWRISK
20357,999,15,LOWRISK
20358,991,991,HIGHRISK
20359,8,8,HIGHRISK
20360,12,8,LOWRISK
20361,18,18,HIGHRISK
20362,18,15,LOWRISK
20363,999,20,LOWRISK
20364,991,991,HIGHRISK
20365,991,991,HIGHRISK
20366,16,10,LOWRISK
20367,999,994,LOWRISK
20368,18,18,HIGHRISK
20369,21,20,LOWRISK
20370,991,991,HIGHRISK
20371,991,991,HIGHRISK
20372,15,15,HIGHRISK
20373,991,991,HIGHRISK
20374,991,991,HIGHRISK
20375,991,991,HIGHRISK
20376,991,991,HIGHRISK
20377,21,20,LOWRISK
20378,991,991,HIGHRISK
20379,999,13,LOWRISK
20380,999,18,LOWRISK
20381,991,991,HIGHRISK
20382,20,20,HIGHRISK
20383,16,13,LOWRISK
20384,999,16,LOWRISK
20385,12,12,HIGHRISK
20386,991,991,HIGHRISK
20387,19,16,LOWRISK
20388,999,13,LOWRISK
20389,991,991,HIGHRISK
20390,28,14,LOWRISK
20391,999,18,LOWRISK
20392,999,14,LOWRISK
20393,999,12,LOWRISK
20394,991,991,HIGHRISK
20395,991,991,HIGHRISK
20396,991,991,HIGHRISK
20397,991,991,HIGHRISK
20398,991,991,HIGHRISK
20399,991,991,HIGHRISK
20400,991,991,HIGHRISK
20401,991,991,HIGHRISK
20402,999,10,LOWRISK
20403,19,16,LOWRISK
20404,14,12,LOWRISK
20405,999,12,LOWRISK
20406,991,991,HIGHRISK
20407,991,991,HIGHRISK
20408,19,19,HIGHRISK
20409,991,991,HIGHRISK
20410,999,13,LOWRISK
20411,991,991,HIGHRISK
20412,991,991,HIGHRISK
20413,991,991,HIGHRISK
20414,991,991,HIGHRISK
20415,18,16,LOWRISK
20416,991,991,HIGHRISK
20417,991,991,HIGHRISK
20418,991,991,HIGHRISK
20419,999,19,LOWRISK
20420,991,991,HIGHRISK
20421,991,991,HIGHRISK
20422,991,991,HIGHRISK
20423,991,991,HIGHRISK
20424,999,12,LOWRISK
20425,999,16,LOWRISK
20426,20,20,HIGHRISK
20427,18,14,LOWRISK
20428,18,16,LOWRISK
20429,991,991,HIGHRISK
20430,17,17,HIGHRISK
20431,22,19,LOWRISK
20432,991,991,HIGHRISK
20433,991,991,HIGHRISK
20434,17,13,LOWRISK
20435,999,16,LOWRISK
20436,999,19,LOWRISK
20437,991,991,HIGHRISK
20438,991,991,HIGHRISK
20439,991,991,HIGHRISK
20440,991,991,HIGHRISK
20441,14,14,HIGHRISK
20442,991,991,HIGHRISK
20443,24,18,LOWRISK
20444,991,991,HIGHRISK
20445,18,11,LOWRISK
20446,15,15,HIGHRISK
20447,999,13,LOWRISK
20448,991,991,HIGHRISK
20449,16,10,LOWRISK
20450,999,10,LOWRISK
20451,991,991,HIGHRISK
20452,991,991,HIGHRISK
20453,991,991,HIGHRISK
20454,15,13,LOWRISK
20455,991,991,HIGHRISK
20456,999,16,LOWRISK
20457,999,18,LOWRISK
20458,991,991,HIGHRISK
20459,999,9,LOWRISK
20460,999,16,LOWRISK
20461,991,991,HIGHRISK
20462,19,19,HIGHRISK
20463,999,14,LOWRISK
20464,17,17,HIGHRISK
20465,999,18,LOWRISK
20466,15,6,LOWRISK
20467,991,991,HIGHRISK
20468,17,14,LOWRISK
20469,991,991,HIGHRISK
20470,991,991,HIGHRISK
20471,999,16,LOWRISK
20472,991,991,HIGHRISK
20473,999,19,LOWRISK
20474,999,15,LOWRISK
20475,23,18,LOWRISK
20476,991,991,HIGHRISK
20477,999,18,LOWRISK
20478,999,21,LOWRISK
20479,999,10,LOWRISK
20480,999,29,LOWRISK
20481,999,24,LOWRISK
20482,991,991,HIGHRISK
20483,991,991,HIGHRISK
20484,991,991,HIGHRISK
20485,18,16,LOWRISK
20486,991,991,HIGHRISK
20487,991,991,HIGHRISK
20488,999,16,LOWRISK
20489,999,18,LOWRISK
20490,18,12,LOWRISK
20491,991,991,HIGHRISK
20492,991,991,HIGHRISK
20493,999,18,LOWRISK
20494,991,991,HIGHRISK
20495,999,17,LOWRISK
20496,999,15,LOWRISK
20497,991,991,HIGHRISK
20498,991,991,HIGHRISK
20499,16,16,HIGHRISK
20500,999,19,LOWRISK
20501,14,13,LOWRISK
20502,991,991,HIGHRISK
20503,991,991,HIGHRISK
20504,991,991,HIGHRISK
20505,17,15,LOWRISK
20506,29,19,LOWRISK
20507,991,991,HIGHRISK
20508,18,16,LOWRISK
20509,999,16,LOWRISK
20510,999,15,LOWRISK
20511,23,23,HIGHRISK
20512,999,18,LOWRISK
20513,999,15,LOWRISK
20514,20,20,HIGHRISK
20515,991,991,HIGHRISK
20516,991,991,HIGHRISK
20517,991,991,HIGHRISK
20518,991,991,HIGHRISK
20519,18,18,HIGHRISK
20520,991,991,HIGHRISK
20521,991,991,HIGHRISK
20522,991,991,HIGHRISK
20523,22,21,LOWRISK
20524,12,9,LOWRISK
20525,991,991,HIGHRISK
20526,19,18,LOWRISK
20527,994,16,LOWRISK
20528,991,991,HIGHRISK
20529,999,17,LOWRISK
20530,999,18,LOWRISK
20531,999,15,LOWRISK
20532,999,13,LOWRISK
20533,991,991,HIGHRISK
20534,991,991,HIGHRISK
20535,991,991,HIGHRISK
20536,991,991,HIGHRISK
20537,991,991,HIGHRISK
20538,21,16,LOWRISK
20539,18,15,LOWRISK
20540,999,17,LOWRISK
20541,991,991,HIGHRISK
20542,991,991,HIGHRISK
20543,28,13,LOWRISK
20544,991,991,HIGHRISK
20545,999,16,LOWRISK
20546,999,15,LOWRISK
20547,991,991,HIGHRISK
20548,999,14,LOWRISK
20549,991,991,HIGHRISK
20550,991,991,HIGHRISK
20551,999,17,LOWRISK
20552,991,991,HIGHRISK
20553,22,22,HIGHRISK
20554,21,18,LOWRISK
20555,14,14,HIGHRISK
20556,21,18,LOWRISK
20557,13,13,HIGHRISK
20558,991,991,HIGHRISK
20559,999,22,LOWRISK
20560,999,16,LOWRISK
20561,991,991,HIGHRISK
20562,991,991,HIGHRISK
20563,991,991,HIGHRISK
20564,17,13,LOWRISK
20565,991,991,HIGHRISK
20566,999,21,LOWRISK
20567,991,991,HIGHRISK
20568,999,20,LOWRISK
20569,999,18,LOWRISK
20570,16,14,LOWRISK
20571,18,16,LOWRISK
20572,991,991,HIGHRISK
20573,16,15,LOWRISK
20574,18,16,LOWRISK
20575,999,19,LOWRISK
20576,991,991,HIGHRISK
20577,44,40,LOWRISK
20578,16,16,HIGHRISK
20579,19,18,LOWRISK
20580,991,991,HIGHRISK
20581,991,991,HIGHRISK
20582,991,991,HIGHRISK
20583,23,22,LOWRISK
20584,18,18,HIGHRISK
20585,991,991,HIGHRISK
20586,991,991,HIGHRISK
20587,991,991,HIGHRISK
20588,999,12,LOWRISK
20589,991,991,HIGHRISK
20590,999,12,LOWRISK
20591,991,991,HIGHRISK
20592,991,991,HIGHRISK
20593,27,15,LOWRISK
20594,999,21,LOWRISK
20595,991,991,HIGHRISK
20596,991,991,HIGHRISK
20597,16,15,LOWRISK
20598,999,14,LOWRISK
20599,21,21,HIGHRISK
20600,991,991,HIGHRISK
20601,20,15,LOWRISK
20602,999,14,LOWRISK
20603,991,991,HIGHRISK
20604,991,991,HIGHRISK
20605,45,16,LOWRISK
20606,991,991,HIGHRISK
20607,991,991,HIGHRISK
20608,21,21,HIGHRISK
20609,991,991,HIGHRISK
20610,999,18,LOWRISK
20611,19,19,HIGHRISK
20612,999,17,LOWRISK
20613,991,991,HIGHRISK
20614,999,18,LOWRISK
20615,991,991,HIGHRISK
20616,16,14,LOWRISK
20617,999,16,LOWRISK
20618,18,13,LOWRISK
20619,19,19,HIGHRISK
20620,991,991,HIGHRISK
20621,18,12,LOWRISK
20622,991,991,HIGHRISK
20623,24,16,LOWRISK
20624,14,14,HIGHRISK
20625,991,991,HIGHRISK
20626,999,18,LOWRISK
20627,991,991,HIGHRISK
20628,17,16,LOWRISK
20629,25,15,LOWRISK
20630,991,991,HIGHRISK
20631,999,15,LOWRISK
20632,991,991,HIGHRISK
20633,991,991,HIGHRISK
20634,991,991,HIGHRISK
20635,991,991,HIGHRISK
20636,991,991,HIGHRISK
20637,991,991,HIGHRISK
20638,991,991,HIGHRISK
20639,999,20,LOWRISK
20640,999,15,LOWRISK
20641,991,991,HIGHRISK
20642,21,16,LOWRISK
20643,999,14,LOWRISK
20644,991,991,HIGHRISK
20645,999,18,LOWRISK
20646,18,11,LOWRISK
20647,20,20,HIGHRISK
20648,991,991,HIGHRISK
20649,991,991,HIGHRISK
20650,991,991,HIGHRISK
20651,999,8,LOWRISK
20652,991,991,HIGHRISK
20653,991,991,HIGHRISK
20654,991,991,HIGHRISK
20655,991,991,HIGHRISK
20656,999,18,LOWRISK
20657,15,15,HIGHRISK
20658,991,991,HIGHRISK
20659,991,991,HIGHRISK
20660,999,24,LOWRISK
20661,991,991,HIGHRISK
20662,25,21,LOWRISK
20663,15,10,LOWRISK
20664,991,991,HIGHRISK
20665,991,991,HIGHRISK
20666,991,991,HIGHRISK
20667,999,17,LOWRISK
20668,24,23,LOWRISK
20669,999,19,LOWRISK
20670,991,991,HIGHRISK
20671,991,991,HIGHRISK
20672,18,18,HIGHRISK
20673,991,991,HIGHRISK
20674,12,12,HIGHRISK
20675,999,23,LOWRISK
20676,991,991,HIGHRISK
20677,991,991,HIGHRISK
20678,19,18,LOWRISK
20679,999,20,LOWRISK
20680,991,991,HIGHRISK
20681,991,991,HIGHRISK
20682,999,15,LOWRISK
20683,999,20,LOWRISK
20684,991,991,HIGHRISK
20685,20,13,LOWRISK
20686,24,24,HIGHRISK
20687,999,22,LOWRISK
20688,999,15,LOWRISK
20689,991,991,HIGHRISK
20690,991,991,HIGHRISK
20691,15,13,LOWRISK
20692,999,16,LOWRISK
20693,991,991,HIGHRISK
20694,21,20,LOWRISK
20695,991,991,HIGHRISK
20696,991,991,HIGHRISK
20697,991,991,HIGHRISK
20698,991,991,HIGHRISK
20699,991,991,HIGHRISK
20700,991,991,HIGHRISK
20701,16,14,LOWRISK
20702,999,12,LOWRISK
20703,35,35,HIGHRISK
20704,991,991,HIGHRISK
20705,991,991,HIGHRISK
20706,994,994,HIGHRISK
20707,15,15,HIGHRISK
20708,999,17,LOWRISK
20709,991,991,HIGHRISK
20710,991,991,HIGHRISK
20711,991,991,HIGHRISK
20712,999,18,LOWRISK
20713,16,16,HIGHRISK
20714,16,12,LOWRISK
20715,991,991,HIGHRISK
20716,991,991,HIGHRISK
20717,999,17,LOWRISK
20718,991,991,HIGHRISK
20719,20,20,HIGHRISK
20720,17,17,HIGHRISK
20721,18,16,LOWRISK
20722,991,991,HIGHRISK
20723,999,20,LOWRISK
20724,999,17,LOWRISK
20725,991,991,HIGHRISK
20726,991,991,HIGHRISK
20727,991,991,HIGHRISK
20728,999,994,LOWRISK
20729,18,15,LOWRISK
20730,991,991,HIGHRISK
20731,999,20,LOWRISK
20732,11,10,LOWRISK
20733,991,991,HIGHRISK
20734,18,12,LOWRISK
20735,19,15,LOWRISK
20736,25,25,HIGHRISK
20737,19,18,LOWRISK
20738,999,22,LOWRISK
20739,991,991,HIGHRISK
20740,999,11,LOWRISK
20741,18,15,LOWRISK
20742,21,21,HIGHRISK
20743,999,19,LOWRISK
20744,991,991,HIGHRISK
20745,991,991,HIGHRISK
20746,991,991,HIGHRISK
20747,999,12,LOWRISK
20748,991,991,HIGHRISK
20749,991,991,HIGHRISK
20750,999,16,LOWRISK
20751,17,12,LOWRISK
20752,29,21,LOWRISK
20753,991,991,HIGHRISK
20754,991,991,HIGHRISK
20755,991,991,HIGHRISK
20756,991,991,HIGHRISK
20757,999,10,LOWRISK
20758,999,15,LOWRISK
20759,999,18,LOWRISK
20760,14,14,HIGHRISK
20761,991,991,HIGHRISK
20762,18,15,LOWRISK
20763,27,25,LOWRISK
20764,999,18,LOWRISK
20765,991,991,HIGHRISK
20766,991,991,HIGHRISK
20767,18,17,LOWRISK
20768,991,991,HIGHRISK
20769,991,991,HIGHRISK
20770,999,15,LOWRISK
20771,16,16,HIGHRISK
20772,991,991,HIGHRISK
20773,991,991,HIGHRISK
20774,999,25,LOWRISK
20775,999,12,LOWRISK
20776,991,991,HIGHRISK
20777,991,991,HIGHRISK
20778,991,991,HIGHRISK
20779,999,14,LOWRISK
20780,999,10,LOWRISK
20781,991,991,HIGHRISK
20782,16,14,LOWRISK
20783,21,17,LOWRISK
20784,999,10,LOWRISK
20785,991,991,HIGHRISK
20786,991,991,HIGHRISK
20787,18,16,LOWRISK
20788,20,14,LOWRISK
20789,999,13,LOWRISK
20790,991,991,HIGHRISK
20791,20,18,LOWRISK
20792,991,991,HIGHRISK
20793,999,17,LOWRISK
20794,991,991,HIGHRISK
20795,25,20,LOWRISK
20796,991,991,HIGHRISK
20797,18,18,HIGHRISK
20798,991,991,HIGHRISK
20799,20,13,LOWRISK
20800,15,15,HIGHRISK
20801,15,12,LOWRISK
20802,999,21,LOWRISK
20803,991,991,HIGHRISK
20804,991,991,HIGHRISK
20805,16,16,HIGHRISK
20806,22,13,LOWRISK
20807,991,991,HIGHRISK
20808,20,18,LOWRISK
20809,999,20,LOWRISK
20810,991,991,HIGHRISK
20811,991,991,HIGHRISK
20812,25,25,HIGHRISK
20813,991,991,HIGHRISK
20814,999,15,LOWRISK
20815,991,991,HIGHRISK
20816,991,991,HIGHRISK
20817,999,12,LOWRISK
20818,15,14,LOWRISK
20819,16,16,HIGHRISK
20820,16,12,LOWRISK
20821,999,22,LOWRISK
20822,16,14,LOWRISK
20823,991,991,HIGHRISK
20824,991,991,HIGHRISK
20825,999,16,LOWRISK
20826,999,17,LOWRISK
20827,999,12,LOWRISK
20828,21,15,LOWRISK
20829,999,16,LOWRISK
20830,999,19,LOWRISK
20831,991,991,HIGHRISK
20832,991,991,HIGHRISK
20833,12,6,LOWRISK
20834,999,14,LOWRISK
20835,16,16,HIGHRISK
20836,999,12,LOWRISK
20837,999,30,LOWRISK
20838,999,15,LOWRISK
20839,991,991,HIGHRISK
20840,991,991,HIGHRISK
20841,991,991,HIGHRISK
20842,18,15,LOWRISK
20843,991,991,HIGHRISK
20844,991,991,HIGHRISK
20845,991,991,HIGHRISK
20846,999,19,LOWRISK
20847,15,12,LOWRISK
20848,991,991,HIGHRISK
20849,991,991,HIGHRISK
20850,999,20,LOWRISK
20851,999,16,LOWRISK
20852,991,991,HIGHRISK
20853,11,11,HIGHRISK
20854,991,991,HIGHRISK
20855,991,991,HIGHRISK
20856,991,991,HIGHRISK
20857,991,991,HIGHRISK
20858,999,16,LOWRISK
20859,999,12,LOWRISK
20860,13,13,HIGHRISK
20861,991,991,HIGHRISK
20862,991,991,HIGHRISK
20863,991,991,HIGHRISK
20864,991,991,HIGHRISK
20865,14,11,LOWRISK
20866,999,25,LOWRISK
20867,16,16,HIGHRISK
20868,19,17,LOWRISK
20869,991,991,HIGHRISK
20870,999,20,LOWRISK
20871,18,14,LOWRISK
20872,991,991,HIGHRISK
20873,999,36,LOWRISK
20874,999,30,LOWRISK
20875,20,20,HIGHRISK
20876,991,991,HIGHRISK
20877,991,991,HIGHRISK
20878,999,18,LOWRISK
20879,18,16,LOWRISK
20880,14,9,LOWRISK
20881,20,18,LOWRISK
20882,999,985,LOWRISK
20883,21,17,LOWRISK
20884,999,16,LOWRISK
20885,991,991,HIGHRISK
20886,991,991,HIGHRISK
20887,991,991,HIGHRISK
20888,16,9,LOWRISK
20889,21,15,LOWRISK
20890,15,13,LOWRISK
20891,991,991,HIGHRISK
20892,16,16,HIGHRISK
20893,991,991,HIGHRISK
20894,991,991,HIGHRISK
20895,999,17,LOWRISK
20896,17,16,LOWRISK
20897,991,991,HIGHRISK
20898,17,14,LOWRISK
20899,999,18,LOWRISK
20900,999,18,LOWRISK
20901,18,18,HIGHRISK
20902,999,13,LOWRISK
20903,991,991,HIGHRISK
20904,17,17,HIGHRISK
20905,991,991,HIGHRISK
20906,999,14,LOWRISK
20907,999,16,LOWRISK
20908,991,991,HIGHRISK
20909,991,991,HIGHRISK
20910,999,15,LOWRISK
20911,999,16,LOWRISK
20912,991,991,HIGHRISK
20913,999,11,LOWRISK
20914,999,18,LOWRISK
20915,991,991,HIGHRISK
20916,991,991,HIGHRISK
20917,991,991,HIGHRISK
20918,991,991,HIGHRISK
20919,991,991,HIGHRISK
20920,22,22,HIGHRISK
20921,999,17,LOWRISK
20922,999,15,LOWRISK
20923,991,991,HIGHRISK
20924,25,16,LOWRISK
20925,991,991,HIGHRISK
20926,991,991,HIGHRISK
20927,999,15,LOWRISK
20928,991,991,HIGHRISK
20929,999,16,LOWRISK
20930,999,12,LOWRISK
20931,991,991,HIGHRISK
20932,991,991,HIGHRISK
20933,991,991,HIGHRISK
20934,14,13,LOWRISK
20935,991,991,HIGHRISK
20936,999,17,LOWRISK
20937,991,991,HIGHRISK
20938,991,991,HIGHRISK
20939,991,991,HIGHRISK
20940,18,14,LOWRISK
20941,13,12,LOWRISK
20942,991,991,HIGHRISK
20943,991,991,HIGHRISK
20944,991,991,HIGHRISK
20945,991,991,HIGHRISK
20946,991,991,HIGHRISK
20947,991,991,HIGHRISK
20948,991,991,HIGHRISK
20949,991,991,HIGHRISK
20950,991,991,HIGHRISK
20951,991,991,HIGHRISK
20952,991,991,HIGHRISK
20953,991,991,HIGHRISK
20954,18,15,LOWRISK
20955,991,991,HIGHRISK
20956,991,991,HIGHRISK
20957,991,991,HIGHRISK
20958,991,991,HIGHRISK
20959,991,991,HIGHRISK
20960,21,18,LOWRISK
20961,991,991,HIGHRISK
20962,999,17,LOWRISK
20963,999,13,LOWRISK
20964,991,991,HIGHRISK
20965,23,18,LOWRISK
20966,19,18,LOWRISK
20967,991,991,HIGHRISK
20968,18,18,HIGHRISK
20969,20,17,LOWRISK
20970,999,14,LOWRISK
20971,991,991,HIGHRISK
20972,991,991,HIGHRISK
20973,15,15,HIGHRISK
20974,18,18,HIGHRISK
20975,999,16,LOWRISK
20976,991,991,HIGHRISK
20977,991,991,HIGHRISK
20978,999,15,LOWRISK
20979,991,991,HIGHRISK
20980,999,11,LOWRISK
20981,999,14,LOWRISK
20982,991,991,HIGHRISK
20983,999,985,LOWRISK
20984,991,991,HIGHRISK
20985,999,6,LOWRISK
20986,991,991,HIGHRISK
20987,18,18,HIGHRISK
20988,21,17,LOWRISK
20989,999,12,LOWRISK
20990,991,991,HIGHRISK
20991,999,12,LOWRISK
20992,991,991,HIGHRISK
20993,999,18,LOWRISK
20994,12,12,HIGHRISK
20995,21,21,HIGHRISK
20996,991,991,HIGHRISK
20997,17,16,LOWRISK
20998,18,18,HIGHRISK
20999,991,991,HIGHRISK
21000,999,6,LOWRISK
21001,18,15,LOWRISK
21002,999,18,LOWRISK
21003,18,18,HIGHRISK
21004,17,15,LOWRISK
21005,991,991,HIGHRISK
21006,991,991,HIGHRISK
21007,18,18,HIGHRISK
21008,22,18,LOWRISK
21009,999,17,LOWRISK
21010,20,13,LOWRISK
21011,991,991,HIGHRISK
21012,15,14,LOWRISK
21013,991,991,HIGHRISK
21014,999,22,LOWRISK
21015,991,991,HIGHRISK
21016,15,15,HIGHRISK
21017,18,16,LOWRISK
21018,25,18,LOWRISK
21019,991,991,HIGHRISK
21020,991,991,HIGHRISK
21021,991,991,HIGHRISK
21022,25,18,LOWRISK
21023,991,991,HIGHRISK
21024,999,17,LOWRISK
21025,17,12,LOWRISK
21026,991,991,HIGHRISK
21027,999,14,LOWRISK
21028,16,9,LOWRISK
21029,991,991,HIGHRISK
21030,991,991,HIGHRISK
21031,14,13,LOWRISK
21032,18,17,LOWRISK
21033,22,22,HIGHRISK
21034,18,16,LOWRISK
21035,16,16,HIGHRISK
21036,991,991,HIGHRISK
21037,991,991,HIGHRISK
21038,15,15,HIGHRISK
21039,991,991,HIGHRISK
21040,999,21,LOWRISK
21041,999,13,LOWRISK
21042,999,4,LOWRISK
21043,991,991,HIGHRISK
21044,15,15,HIGHRISK
21045,999,15,LOWRISK
21046,999,18,LOWRISK
21047,991,991,HIGHRISK
21048,991,991,HIGHRISK
21049,999,14,LOWRISK
21050,991,991,HIGHRISK
21051,999,17,LOWRISK
21052,999,16,LOWRISK
21053,991,991,HIGHRISK
21054,999,16,LOWRISK
21055,999,15,LOWRISK
21056,19,19,HIGHRISK
21057,991,991,HIGHRISK
21058,991,991,HIGHRISK
21059,991,991,HIGHRISK
21060,12,12,HIGHRISK
21061,999,12,LOWRISK
21062,999,15,LOWRISK
21063,999,19,LOWRISK
21064,16,15,LOWRISK
21065,999,12,LOWRISK
21066,999,15,LOWRISK
21067,991,991,HIGHRISK
21068,991,991,HIGHRISK
21069,18,15,LOWRISK
21070,991,991,HIGHRISK
21071,991,991,HIGHRISK
21072,999,11,LOWRISK
21073,991,991,HIGHRISK
21074,999,15,LOWRISK
21075,19,19,HIGHRISK
21076,999,18,LOWRISK
21077,991,991,HIGHRISK
21078,999,14,LOWRISK
21079,991,991,HIGHRISK
21080,999,12,LOWRISK
21081,40,40,HIGHRISK
21082,991,991,HIGHRISK
21083,999,985,LOWRISK
21084,991,991,HIGHRISK
21085,991,991,HIGHRISK
21086,999,12,LOWRISK
21087,991,991,HIGHRISK
21088,15,14,LOWRISK
21089,999,14,LOWRISK
21090,15,10,LOWRISK
21091,991,991,HIGHRISK
21092,999,15,LOWRISK
21093,991,991,HIGHRISK
21094,991,991,HIGHRISK
21095,18,16,LOWRISK
21096,20,15,LOWRISK
21097,991,991,HIGHRISK
21098,16,14,LOWRISK
21099,999,7,LOWRISK
21100,999,17,LOWRISK
21101,991,991,HIGHRISK
21102,999,10,LOWRISK
21103,991,991,HIGHRISK
